ID,Product,Status,StatusReason,Purchased,Deactivated,City,State,PostalCode,County,Country,Denomination,DenominationalGroup,TWA,OrganizationClass,StaffUsers,CongregantUsers,UsingOpenInvitationModel,UsingMissionInsite,UsingAccounting,UsingOnlineGiving,UsingBackGroundChecks,UsingPathways,UsingCheckin,UsingMobileCheckin,UsingMinistrySmart,UsingRefreshWebsites,TWA_grouped,CongregantUsers_grouped,LikesACS,State_cleaned,MissingValues,Timeline,state_county,Party,Covid
AMQJXA008GYR,Realm Connect,Active,,2020-02-27,,New Cumberlnd,PA,17070-2126,Cumberland,US,Methodist - UMC,Methodist,0,Church,6,2,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,PA,0,820 <= days < 1200,PA CUMBERLAND,REPUBLICAN,False
AMQJXA008H0D,Realm Connect,Active,,2022-03-30,,Dubois,PA,15801-2209,Clearfield,US,Presbyterian - PCUSA,Presbyterian,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,PA,2,< 1 Yr,PA CLEARFIELD,REPUBLICAN,False
AMQJXA008H69,Realm Connect,Active,,2020-07-29,,Sayre,PA,18840-1605,Bradford,US,Episcopal,Episcopal and Anglican,0,Church,2,1,False,False,False,False,False,False,False,False,True,False,< 1479,< 256,True,PA,0,Covid Purchase,PA BRADFORD,REPUBLICAN,True
AMQJXA008H6S,Realm Inform,Active,,2018-02-23,,Vandergrift,PA,15690-1307,Westmoreland,US,Methodist - UMC,Methodist,150,Church,2,0,False,True,False,False,False,False,False,False,False,False,< 1479,< 256,True,PA,0,> 1200 days,PA WESTMORELAND,REPUBLICAN,False
AMQJXA008H7D,Realm Connect,Active,,2019-02-06,,Gladwyne,PA,19035-1533,Montgomery,US,Episcopal,Episcopal and Anglican,0,Church,6,51,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,PA,0,> 1200 days,PA MONTGOMERY,DEMOCRAT,False
AMQJXA008HD2,Realm Connect,Active,,2019-09-25,,Lititz,PA,17543-1813,Lancaster,US,Lutheran - ELCA,Lutheran,900,Church,11,83,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,PA,0,820 <= days < 1200,PA LANCASTER,REPUBLICAN,False
AMQJXA008HFB,Realm Connect,Active,,2022-02-04,,Philadelphia,PA,19103-4882,Philadelphia,US,Presbyterian - PCUSA,Presbyterian,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,PA,2,< 1 Yr,PA PHILADELPHIA,DEMOCRAT,False
AMQJXA008HLF,Realm Inform,Active,,2020-01-02,,Leechburg,PA,15656,,US,Lutheran - ELCA,Lutheran,0,Church,4,6,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,PA,1,820 <= days < 1200,-1,N,False
AMQJXA008HST,Realm Connect,Not Using,Financial,2019-10-17,2022-01-25,Glenville,PA,17329-9192,York,US,Brethren In Christ,Other,0,Church,1,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,False,PA,0,820 <= days < 1200,PA YORK,REPUBLICAN,False
AMQJXA008HT5,Realm Connect,Active,,2018-10-04,,Philadelphia,PA,19151-2505,Philadelphia,US,Presbyterian - PCUSA,Presbyterian,0,Church,7,73,False,False,True,False,False,True,False,False,False,False,< 1479,< 256,True,PA,0,> 1200 days,PA PHILADELPHIA,DEMOCRAT,False
AMQJXA008HTO,Realm Connect,Active,,2021-09-09,,Pottstown,PA,19464-5538,Montgomery,US,Episcopal,Episcopal and Anglican,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,PA,2,< 1 Yr,PA MONTGOMERY,DEMOCRAT,False
AMQJXA008HZG,Realm Connect,Active,,2017-07-27,,Wallingford,PA,19086-6940,Delaware,US,Independent Bible,Other,200,Church,22,65,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,PA,0,> 1200 days,PA DELAWARE,DEMOCRAT,False
AMQJXA008I39,Realm Inform,Active,,2021-02-01,,Pittsburgh,PA,15206-1615,Allegheny,US,Episcopal,Episcopal and Anglican,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,PA,2,365 <= days < 650,PA ALLEGHENY,DEMOCRAT,False
AMQJXA008I4P,Realm Inform,Active,,2017-03-24,,Irwin,PA,15642-4526,Westmoreland,US,Presbyterian - PCUSA,Presbyterian,0,Church,11,1,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,PA,0,> 1200 days,PA WESTMORELAND,REPUBLICAN,False
AMQJXA008I7E,Realm Connect,Active,,2022-03-28,,Gettysburg,PA,17325-2314,Adams,US,Undetermined,Other,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,PA,2,< 1 Yr,PA ADAMS,REPUBLICAN,False
AMQJXA008I9M,Realm Connect,Active,,2018-12-13,,Allentown,PA,18101-1607,Lehigh,US,Lutheran - ELCA,Lutheran,0,Church,6,38,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,PA,0,> 1200 days,PA LEHIGH,DEMOCRAT,False
AMQJXA008IG5,Realm Inform,Active,,2020-10-27,,Cambridge Springs,PA,16403-1148,Crawford,US,Baptist - American,Baptist,0,Church,4,0,False,False,True,False,False,False,False,False,True,False,< 1479,< 256,True,PA,0,365 <= days < 650,PA CRAWFORD,REPUBLICAN,False
AMQJXA008IG5,Realm Inform,Active,,2020-10-27,,Cambridge Springs,PA,16403-1148,Crawford,US,Baptist - American,Baptist,0,Church,4,0,False,False,True,False,False,False,False,False,True,False,< 1479,< 256,True,PA,0,365 <= days < 650,PA CRAWFORD,REPUBLICAN,False
AMQJXA008IT6,Realm Connect,Active,,2020-01-29,,Gettysburg,PA,17325-7302,Adams,US,Assembly of God,Assembly of God,,Church,4,1,False,False,False,True,False,False,False,False,False,False,N,< 256,True,PA,1,820 <= days < 1200,PA ADAMS,REPUBLICAN,False
AMQJXA008ITB,Realm Connect,Active,,2022-04-05,,Littlestown,PA,17340-9146,Adams,US,Non - Denominational,Non - Denominational,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,PA,2,< 1 Yr,PA ADAMS,REPUBLICAN,False
AMQJXA008ITF,Realm Connect,Active,,2019-01-02,,Red Lion,PA,17356-8174,York,US,Brethren In Christ,Other,0,Church,39,143,False,False,False,True,False,True,False,False,False,False,< 1479,< 256,True,PA,0,> 1200 days,PA YORK,REPUBLICAN,False
AMQJXA008IU7,Realm Connect,Active,,2019-02-15,,Mount Joy,PA,17552-9612,Lancaster,US,Independent,Other,0,Church,14,239,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,PA,0,> 1200 days,PA LANCASTER,REPUBLICAN,False
AMQJXA008IY3,Realm Connect,Not Using,Not satisfied with software,2018-10-31,2019-07-30,Roslyn,PA,19001-4288,Montgomery,US,Independent,Other,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,False,PA,2,> 1200 days,PA MONTGOMERY,DEMOCRAT,False
AMQJXA008JG6,Realm Inform,Active,,2018-02-26,,Aliquippa,PA,15001-3903,Beaver,US,Catholic,Catholic,0,Church,1,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,PA,0,> 1200 days,PA BEAVER,REPUBLICAN,False
AMQJXA008JH0,Realm Inform,Active,,2021-01-20,,Beaver,PA,15009-1729,Beaver,US,Presbyterian - PCUSA,Presbyterian,0,Church,9,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,PA,0,365 <= days < 650,PA BEAVER,REPUBLICAN,False
AMQJXA008K6M,Realm Inform,Active,,2018-12-03,,Latrobe,PA,15650-6206,Westmoreland,US,Church of God,Church of God,,Church,3,2,False,False,True,True,False,False,False,False,False,False,N,< 256,True,PA,1,> 1200 days,PA WESTMORELAND,REPUBLICAN,False
AMQJXA008KEZ,Realm Inform,Active,,2020-04-29,,Conemaugh,PA,15909-1806,Cambria,US,Catholic,Catholic,0,Church,1,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,PA,0,Covid Purchase,PA CAMBRIA,REPUBLICAN,True
AMQJXA008LCV,Realm Connect,Not Using,Financial,2020-01-06,2022-02-04,Camp Hill,PA,17011-4047,Cumberland,US,Church of God,Church of God,0,Church,1,0,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,False,PA,0,820 <= days < 1200,PA CUMBERLAND,REPUBLICAN,False
AMQJXA008LMS,Realm Connect,Active,,2017-11-28,,Middletown,PA,17057-3546,Dauphin,US,Reformed Church of America,Presbyterian,0,Church,7,283,True,False,False,True,False,False,True,True,False,False,< 1479,256-1056,True,PA,0,> 1200 days,PA DAUPHIN,DEMOCRAT,False
AMQJXA008M65,Realm Connect,Active,,2020-12-01,,Hughesville,PA,17737-1712,Lycoming,US,Evangelical,Other,0,Church,12,29,False,False,False,False,False,False,True,False,True,False,< 1479,< 256,True,PA,0,365 <= days < 650,PA LYCOMING,REPUBLICAN,False
AMQJXA008M9H,Realm Connect,Active,,2019-04-11,,Danville,PA,17821-0363,Montour,US,Episcopal,Episcopal and Anglican,0,Church,2,5,True,False,False,True,True,False,False,False,False,False,< 1479,< 256,True,PA,0,820 <= days < 1200,PA MONTOUR,REPUBLICAN,False
AMQJXA008MKF,Realm Connect,Active,,2019-06-28,,Allentown,PA,18102-5001,Lehigh,US,Orthodox,Catholic,0,Church,9,36,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,PA,0,820 <= days < 1200,PA LEHIGH,DEMOCRAT,False
AMQJXA008N4A,Realm Connect,Active,,2021-09-08,,Wynnewood,PA,19096-2326,Montgomery,US,Episcopal,Episcopal and Anglican,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,PA,2,< 1 Yr,PA MONTGOMERY,DEMOCRAT,False
AMQJXA008N4K,Realm Connect,Active,,2018-05-09,,Philadelphia,PA,19103-5733,Philadelphia,US,Episcopal,Episcopal and Anglican,0,Church,6,72,True,False,False,True,False,False,True,False,False,False,< 1479,< 256,True,PA,0,> 1200 days,PA PHILADELPHIA,DEMOCRAT,False
AMQJXA008N6I,Realm Inform,Active,,2018-09-24,,Philadelphia,PA,19111-4330,Philadelphia,US,Episcopal,Episcopal and Anglican,0,Church,8,2,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,PA,0,> 1200 days,PA PHILADELPHIA,DEMOCRAT,False
AMQJXA008N94,Realm Connect,Active,,2020-06-30,,Philadelphia,PA,19123-2503,Philadelphia,US,Baptist - Progressive National,Baptist,0,Church,9,10,False,False,False,False,False,True,False,False,True,False,< 1479,< 256,True,PA,0,Covid Purchase,PA PHILADELPHIA,DEMOCRAT,True
AMQJXA008N9Y,Realm Connect,Active,,2017-10-25,,Philadelphia,PA,19128-2411,Philadelphia,US,Episcopal,Episcopal and Anglican,0,Church,2,10,True,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,PA,0,> 1200 days,PA PHILADELPHIA,DEMOCRAT,False
AMQJXA008NLT,Realm Inform,Active,,2019-08-29,,Honey Brook,PA,19344-1026,Chester,US,Presbyterian - PCUSA,Presbyterian,300,Church,4,28,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,PA,0,820 <= days < 1200,PA CHESTER,DEMOCRAT,False
AMQJXA008NOD,Realm Inform,Active,,2018-05-23,,Chester Springs,PA,19425-1213,Chester,US,Lutheran - ELCA,Lutheran,0,Church,1,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,PA,0,> 1200 days,PA CHESTER,DEMOCRAT,False
AMQJXA008ODA,Realm Connect,Active,,2018-10-31,,Doylestown,PA,18901-4647,Bucks,US,Episcopal,Episcopal and Anglican,0,Church,6,76,False,False,False,True,False,True,False,False,False,False,< 1479,< 256,True,PA,0,> 1200 days,PA BUCKS,DEMOCRAT,False
AMQJXA008OVM,Realm Connect,Active,,2021-07-09,,Greenville,RI,02828-1723,Providence,US,Episcopal,Episcopal and Anglican,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,RI,2,< 1 Yr,RI PROVIDENCE,DEMOCRAT,False
AMQJXA008OVR,Realm Inform,Active,,2019-08-27,,Jamestown,RI,02835-0317,Newport,US,Episcopal,Episcopal and Anglican,0,Church,3,1,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,RI,0,820 <= days < 1200,RI NEWPORT,DEMOCRAT,False
AMQJXA008OWL,Realm Inform,Active,,2017-12-01,,Cumberland,RI,02864-5106,Providence,US,Congregational,Other,0,Church,2,5,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,RI,0,> 1200 days,RI PROVIDENCE,DEMOCRAT,False
AMQJXA008OYE,Realm Inform,Active,,2019-01-09,,Barrington,RI,02806-1861,Bristol,US,Episcopal,Episcopal and Anglican,100,Church,2,1,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,RI,0,> 1200 days,RI BRISTOL,DEMOCRAT,False
AMQJXA008OZ8,Realm Inform,Active,,2021-02-12,,Newport,RI,02840-6604,Newport,US,Orthodox - Greek,Catholic,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,RI,2,365 <= days < 650,RI NEWPORT,DEMOCRAT,False
AMQJXA008OZI,Realm Inform,Not Using,Financial,2017-11-13,2020-08-14,North Kingstown,RI,02852-5016,Washington,US,Baptist - American,Baptist,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,False,RI,2,> 1200 days,RI WASHINGTON,DEMOCRAT,False
AMQJXA008P2G,Realm Inform,Active,,2017-11-06,,Providence,RI,02909-1653,Providence,US,Orthodox,Catholic,0,Church,2,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,RI,0,> 1200 days,RI PROVIDENCE,DEMOCRAT,False
AMQJXA008P6F,Realm Connect,Active,,2020-10-05,,Rapid City,SD,57702-2078,Pennington,US,Lutheran - ELCA,Lutheran,0,Church,9,144,False,False,False,True,False,False,False,False,True,False,< 1479,< 256,True,SD,0,365 <= days < 650,SD PENNINGTON,REPUBLICAN,False
AMQJXA008P7X,Realm Connect,Active,,2019-07-22,,Alcester,SD,57001-0098,Union,US,Lutheran - ELCA,Lutheran,0,Church,2,1,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,SD,0,820 <= days < 1200,SD UNION,REPUBLICAN,False
AMQJXA008P8O,Realm Multiply,Active,,2020-08-24,,Madison,SD,57042-2216,Lake,US,Lutheran - ELCA,Lutheran,0,Church,4,132,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,SD,0,365 <= days < 650,SD LAKE,REPUBLICAN,False
AMQJXA008P9W,Realm Connect,Active,,2018-11-02,,Rapid City,SD,57701-2713,Pennington,US,Presbyterian - PCUSA,Presbyterian,0,Church,5,31,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,SD,0,> 1200 days,SD PENNINGTON,REPUBLICAN,False
AMQJXA008PBG,Realm Inform,Active,,2017-12-20,,Sioux Falls,SD,57105-3475,Minnehaha,US,Methodist - UMC,Methodist,0,Church,8,2,False,True,False,False,False,False,False,False,False,False,< 1479,< 256,True,SD,0,> 1200 days,SD MINNEHAHA,REPUBLICAN,False
AMQJXA008PES,Realm Connect,Not Using,Closed Doors/Merged,2017-09-27,2020-10-23,Sioux Falls,SD,57106-3613,Minnehaha,US,Baptist - SBC,Baptist,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,False,SD,2,> 1200 days,SD MINNEHAHA,REPUBLICAN,False
AMQJXA008PIR,Realm Connect,Not Using,Not satisfied with software,2018-02-27,2019-03-22,Sioux Falls,SD,57101-1781,Minnehaha,US,Pentecostal,Pentecostal,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,False,SD,2,> 1200 days,SD MINNEHAHA,REPUBLICAN,False
AMQJXA008PUR,Realm Inform,Active,,2021-04-06,,Rapid City,SD,57701-5412,Pennington,US,United Church of Christ,United Church of Christ,0,Church,,,False,True,False,False,False,False,False,False,False,False,< 1479,N,True,SD,2,365 <= days < 650,SD PENNINGTON,REPUBLICAN,False
AMQJXA008QIN,Realm Connect,Active,,2018-01-22,,Bellows Falls,VT,05101-0064,Windham,US,Episcopal,Episcopal and Anglican,0,Church,2,15,True,False,True,True,False,False,False,False,True,False,< 1479,< 256,True,VT,0,> 1200 days,VT WINDHAM,DEMOCRAT,False
AMQJXA008QMC,Realm Inform,Active,,2021-01-12,,Arlington,VT,05250-0025,Bennington,US,Episcopal,Episcopal and Anglican,0,Church,2,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,VT,0,365 <= days < 650,VT BENNINGTON,DEMOCRAT,False
AMQJXA008QNK,Realm Inform,Active,,2017-02-16,,Glyndon,MD,21071-4210,Baltimore,US,Methodist - UMC,Methodist,0,Church,5,1,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,MD,0,> 1200 days,MD BALTIMORE,DEMOCRAT,False
AMQJXA008QNW,Realm Connect,Active,,2020-07-30,,Highland,MD,20777,,US,Methodist - UMC,Methodist,0,Church,8,8,False,True,True,False,False,False,True,False,True,False,< 1479,< 256,True,MD,1,Covid Purchase,-1,N,True
AMQJXA008QPX,Realm Inform,Active,,2018-10-22,,Pasadena,MD,21122-5814,Anne Arundel,US,Methodist - UMC,Methodist,0,Church,4,28,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,MD,0,> 1200 days,MD ANNE ARUNDEL,DEMOCRAT,False
AMQJXA008QYR,Realm Connect,Active,,2022-03-09,,Baltimore,MD,21201-5201,Baltimore City,US,Episcopal,Episcopal and Anglican,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,MD,2,< 1 Yr,MD BALTIMORE CITY,DEMOCRAT,False
AMQJXA008R0B,Realm Connect,Active,,2019-04-04,,Silver Spring,MD,20903-3506,Montgomery,US,Baptist,Baptist,200,Church,56,140,False,False,True,True,True,False,False,False,False,False,< 1479,< 256,True,MD,0,820 <= days < 1200,MD MONTGOMERY,DEMOCRAT,False
AMQJXA008R0W,Realm Connect,Active,,2018-12-06,,Baltimore,MD,21210-2315,Baltimore City,US,Presbyterian - PCUSA,Presbyterian,0,Church,6,22,True,True,False,False,False,False,False,False,False,False,< 1479,< 256,True,MD,0,> 1200 days,MD BALTIMORE CITY,DEMOCRAT,False
AMQJXA008R2E,Realm Connect,Active,,2017-09-22,,Hollywood,MD,20636-2709,Saint Marys,US,Methodist - UMC,Methodist,350,Church,8,73,False,True,False,True,False,False,False,False,False,False,< 1479,< 256,True,MD,0,> 1200 days,MD SAINT MARYS,N,False
AMQJXA008R3L,Realm Connect,Active,,2017-09-25,,Cumberland,MD,21502-2923,Allegany,US,Presbyterian - PCUSA,Presbyterian,267,Church,3,7,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,MD,0,> 1200 days,MD ALLEGANY,REPUBLICAN,False
AMQJXA008R4J,Realm Connect,Active,,2019-10-31,,Baltimore,MD,21217-2555,Baltimore City,US,Episcopal,Episcopal and Anglican,0,Church,4,1,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,MD,0,820 <= days < 1200,MD BALTIMORE CITY,DEMOCRAT,False
AMQJXA008R4K,Realm Connect,Active,,2018-11-14,,Baltimore,MD,21217-3602,Baltimore City,US,Baptist,Baptist,0,Church,7,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,MD,0,> 1200 days,MD BALTIMORE CITY,DEMOCRAT,False
AMQJXA008R4L,Realm Connect,Active,,2019-08-29,,Laurel,MD,20707-4118,Prince Georges,US,Episcopal,Episcopal and Anglican,150,Church,29,70,False,True,False,True,False,False,False,False,False,False,< 1479,< 256,True,MD,0,820 <= days < 1200,MD PRINCE GEORGES,DEMOCRAT,False
AMQJXA008R6F,Realm Connect,Active,,2018-10-05,,Waldorf,MD,20604-0272,Charles,US,Episcopal,Episcopal and Anglican,0,Church,2,110,True,True,False,True,False,False,False,False,False,False,< 1479,< 256,True,MD,0,> 1200 days,MD CHARLES,DEMOCRAT,False
AMQJXA008R6M,Realm Connect,Active,,2018-02-22,,St. Marys City,MD,20686,,US,Episcopal,Episcopal and Anglican,0,Church,8,11,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,MD,1,> 1200 days,-1,N,False
AMQJXA008R7V,Realm Connect,Active,,2019-08-29,,Gaithersburg,MD,20877-2399,Montgomery,US,Episcopal,Episcopal and Anglican,250,Church,14,112,False,True,False,True,False,False,False,False,False,False,< 1479,< 256,True,MD,0,820 <= days < 1200,MD MONTGOMERY,DEMOCRAT,False
AMQJXA008R8L,Realm Connect,Active,,2018-11-20,,Columbia,MD,21045-4706,Howard,US,Episcopal,Episcopal and Anglican,0,Church,4,72,False,False,False,True,False,False,False,False,True,False,< 1479,< 256,True,MD,0,> 1200 days,MD HOWARD,DEMOCRAT,False
AMQJXA008RAU,Realm Connect,Active,,2020-05-26,,Baltimore,MD,21224-4920,Baltimore City,US,Lutheran - Wiscon. Synod-WELS,Lutheran,0,Church,7,26,False,False,True,True,False,True,False,False,False,False,< 1479,< 256,True,MD,0,Covid Purchase,MD BALTIMORE CITY,DEMOCRAT,True
AMQJXA008RMC,Realm Connect,Active,,2018-11-02,,Upper Marlboro,MD,20772-3623,Prince Georges,US,Church of God in Christ,Church of God in Christ,0,Church,2,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,MD,0,> 1200 days,MD PRINCE GEORGES,DEMOCRAT,False
AMQJXA008RPV,Realm Inform,Active,,2019-01-17,,Arnold,MD,21012-2546,Anne Arundel,US,Church of Christ,Church of Christ,0,Church,5,16,True,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,MD,0,> 1200 days,MD ANNE ARUNDEL,DEMOCRAT,False
AMQJXA008RV4,Realm Connect,Active,,2018-10-09,,Baltimore,MD,21206-7020,Baltimore City,US,Baptist,Baptist,,Church,2,10,True,False,False,False,False,False,False,False,False,False,N,< 256,True,MD,1,> 1200 days,MD BALTIMORE CITY,DEMOCRAT,False
AMQJXA008S06,Realm Inform,Active,,2019-02-28,,White Marsh,MD,21162-1302,Baltimore,US,Baptist - Bible Fellowship,Baptist,275,Church,4,4,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,MD,0,820 <= days < 1200,MD BALTIMORE,DEMOCRAT,False
AMQJXA008SH2,Realm Connect,Active,,2018-12-04,,North East,MD,21901-3915,Cecil,US,Episcopal,Episcopal and Anglican,0,Church,3,2,True,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,MD,0,> 1200 days,MD CECIL,REPUBLICAN,False
AMQJXA008SID,Realm Connect,Active,,2019-04-22,,Glenn Dale,MD,20769-7500,Prince Georges,US,Episcopal,Episcopal and Anglican,200,Church,13,11,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,MD,0,820 <= days < 1200,MD PRINCE GEORGES,DEMOCRAT,False
AMQJXA008SLI,Realm Multiply,Active,,2017-05-03,,Orlando,FL,32818-8856,Orange,US,Non - Denominational,Non - Denominational,0,Church,7,2,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,FL,0,> 1200 days,FL ORANGE,DEMOCRAT,False
AMQJXA008SO9,Realm Connect,Not Using,No Longer Needed,2019-10-30,2020-10-30,Dundalk,MD,21222-6105,Baltimore,US,Methodist - UMC,Methodist,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,False,MD,2,820 <= days < 1200,MD BALTIMORE,DEMOCRAT,False
AMQJXA008SOF,Realm Inform,Active,,2020-02-04,,Knoxville,MD,21758-1033,Washington,US,Church Of Brethren,Other,0,Church,6,14,True,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,MD,0,820 <= days < 1200,MD WASHINGTON,REPUBLICAN,False
AMQJXA008SPI,Realm Connect,Active,,2018-10-30,,La Plata,MD,20646-0760,Charles,US,Episcopal,Episcopal and Anglican,0,Church,7,12,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,MD,0,> 1200 days,MD CHARLES,DEMOCRAT,False
AMQJXA008SQ0,Realm Connect,Active,,2017-10-25,,Fort Washington,MD,20744-4925,Prince Georges,US,Episcopal,Episcopal and Anglican,0,Church,6,35,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,MD,0,> 1200 days,MD PRINCE GEORGES,DEMOCRAT,False
AMQJXA008SQG,Realm Connect,Active,,2018-06-13,,Damascus,MD,20872-1832,Montgomery,US,Episcopal,Episcopal and Anglican,0,Church,12,91,False,True,True,True,False,False,False,False,False,False,< 1479,< 256,True,MD,0,> 1200 days,MD MONTGOMERY,DEMOCRAT,False
AMQJXA008SVR,Realm Connect,Active,,2019-12-19,,Benton,LA,71006-9403,Bossier,US,Baptist,Baptist,,Church,9,194,False,False,False,True,False,False,True,True,False,False,N,< 256,True,LA,1,820 <= days < 1200,LA BOSSIER,REPUBLICAN,False
AMQJXA008SX3,Realm Inform,Active,,2018-04-23,,Trinity,AL,35673-5038,,US,Baptist - SBC,Baptist,80,Church,2,3,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,AL,1,> 1200 days,-1,N,False
AMQJXA008SXC,Realm Connect,Active,,2021-11-10,,Picayune,MS,39466-2830,Pearl River,US,Apostolic,Other,,Church,,,False,False,False,False,False,False,False,False,False,False,N,N,True,MS,3,< 1 Yr,MS PEARL RIVER,REPUBLICAN,False
AMQJXA008SXO,Realm Connect,Not Using,Couldn't afford/Rates too high,2017-10-05,2018-01-11,Columbus,OH,43227-1306,Franklin,US,Non - Denominational,Non - Denominational,50,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,False,OH,2,> 1200 days,OH FRANKLIN,DEMOCRAT,False
AMQJXA008SZ4,Realm Inform,Active,,2017-02-16,,Bailey,NC,27807,,US,Baptist - Missionary,Baptist,100,Church,1,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,NC,1,> 1200 days,-1,N,False
AMQJXA008T0A,Realm Inform,Active,,2017-02-23,,Homewood,IL,60430-2624,Cook,US,Apostolic,Other,,Church,2,0,False,False,False,False,False,False,False,False,False,False,N,< 256,True,IL,1,> 1200 days,IL COOK,DEMOCRAT,False
AMQJXA008T1E,Realm Connect,Active,,2019-12-17,,Bessemer,AL,35020-3712,Jefferson,US,Non - Denominational,Non - Denominational,175,Church,1,3,False,False,True,False,True,False,False,False,False,False,< 1479,< 256,True,AL,0,820 <= days < 1200,AL JEFFERSON,DEMOCRAT,False
AMQJXA008T76,Realm Connect,Active,,2017-10-10,,Wesley Chapel,FL,33545-9601,Pasco,US,Lutheran,Lutheran,,Church,11,52,True,False,True,True,False,False,True,True,False,False,N,< 256,True,FL,1,> 1200 days,FL PASCO,REPUBLICAN,False
AMQJXA008TAR,Realm Connect,Not Using,No Longer Needed,2017-12-19,2020-04-24,Elgin,TX,78621-1021,Bastrop,US,Baptist - SBC,Baptist,55,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,False,TX,2,> 1200 days,TX BASTROP,REPUBLICAN,False
AMQJXA008TC1,Realm Connect,Active,,2020-08-21,,Knoxville,TN,37912-5900,Knox,US,Baptist - SBC,Baptist,0,Church,6,16,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,TN,0,Covid Purchase,TN KNOX,REPUBLICAN,True
AMQJXA008TCP,Realm Connect,Active,,2017-12-28,,Gastonia,NC,28055-0741,Gaston,US,Presbyterian - Assoc. Reformed,Presbyterian,150,Church,4,22,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,NC,0,> 1200 days,NC GASTON,REPUBLICAN,False
AMQJXA008TDX,Realm Connect,Not Using,Closed Doors/Merged,2017-10-12,2020-05-15,Fayetteville,NC,28303-2433,Cumberland,US,Baptist,Baptist,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,False,NC,2,> 1200 days,NC CUMBERLAND,DEMOCRAT,False
